username,text,likes
@game_chanja,"Israel detaining innocent civilians and claiming they’re Hamas just so it saves face is the lowest of the low, scum pos move any entity can pull off",0
@A_Velioglu83,İ*ra*l found a Hamas army. This girl Hamas army. So they were sended bomb for she #EURO2024 #happy2024,0
@nationalpost,Jamie Sarkonak: The progressives appalled anyone cares about Hamas's rape brigades https://nationalpost.com/opinion/jamie-sarkonak-the-progressives-appalled-that-anyone-cares-about-hamass-rape-brigades?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1701970325,3
@cantsewme,See? Who's the TERRORIST? Why your police attack and arrest civilians who IS NOT HAMAS? @AvivaKlompas,0
@Ostrov_A,"The U.S. is single largest donor to @ICRC ($700 million).  Perhaps Congress ought to be asking where that tax money is going, why Red Cross has been unable to see even a single hostage, or turned a blind eye to Hamas using Shifa hospital in Gaza as their terrorist headquarters.",237
@Beartarded,"Owen keeps applying for Hamas, but they seem to be turned off by his level of anti semitism  https://nitter.perennialte.ch/Beartarded/status/1725604667403481433  I see you also like trolling Owen Benjamin the deranged clown. I have a small but growing account you may like called @beartarded. Join the fun🙏🏻",0
@michelle_mart31,DO YOUR REsearch these are Palestinian civil as being held captive look at there shoes how are they soldiers of Hamas,0
@thehoffather,"BREAKING: @UW IS BEING ACCUSED OF DISCOURAGING ITS JEWISH STUDIES DEPARTMENT  ""FROM HOLDING PUBLIC EVENTS BASED ON THE NOTION THAT THIS WOULD PROVOKE CONFLICT ON CAMPUS""  Yet the school had no problem with Hamas rallies on campus including vigils for terrorists  See letter below:   Dear Director Hoffman, Dean Harris and President Cauce,  I am writing to ask you to condemn and disassociate our university from the ""week of learning and reflection"" on the Gaza War (see below) that would explicitly tie our faculties' scholarship to furthering a specific agenda of anti-Israel student activism.* Even a cursory glance at the titles of the presentations makes clear this is a political rally masquerading (poorly) as a pedagogical endeavour. If you subscribe to the premise that academic institutions are supposed to teach people how (not what) to think, then these events are antithetical to everything a university is meant to represent.  Before the attacks of October 7, I was proud to serve as the acting Associate Director of the Stroum Center for Jewish Studies after two years spent at UW as the Hazel D. Cole Postdoctoral Fellow. In the aftermath of 10/7, top UW administrators discouraged Jewish Studies from holding public events based on the notion that this would provoke conflict on campus. Stroum Center leadership refrained accordingly, acting in good faith as a partner to the administration. Even as academic programs whose members have no expertise on the region did (e.g., Ethnic Studies and the Counselling Office(!)) issued statements describing Israel and its supporters in the crassest terms, we said nothing. We instead turned to assist our students and provide them safe spaces. We did so because we believe that the role of the university is not indoctrination; it's education.  This situation is not sustainable. Swastikas have been scrawled on campus boards. Violent graffiti appears again and again in our public spaces.  I believe it is time for your administration to articulate a robust defense of dispassionate academic analysis and uphold the university as a place that accepts and fosters diverse perspectives. It is time to condemn on campus antisemitism and put together a task force to address it. If you can not do that, I and others will no longer be able to associate with this institution in good conscience.  Thank you for your time.  Best,  Brendan Goldman, PhD Interim Associate Director Stroum Center for Jewish Studies The University of Washington",873
@sh_felix,Yeah right!! Isis is hamas leriod,0
@jupitermoon13,More Jews like him would have died at the hands of Hamas if Israel did nothing.,0
@orlev_omer,"I'm Jewish and Israeli. I oppose Netanyahu and his government. You, on the other hand, are a Hamas supporting propagandist that was censored by her colleagues for endless lies. That's what makes you antisemitic.",4244
@trtworld,"Israeli woman who was released by Hamas resistance group recounts in a leaked audio recordings her terrifying ordeal of an Israeli military helicopter shooting ""at us on the way to Gaza"" on October 7   Read more👇   https://www.trtworld.com/middle-east/leaked-audio-reveals-israeli-helicopter-shot-israeli-captives-on-oct-7-16146635",62
@muhnndr,"IDF arrests a journalist with his brothers from there home and says they are fighters with Hamas who have surrendered. The Zionist occupation does not stop lying, even for a single minute, from the beginning of its losing battle",0
@BazzokaJoke,There are no innocent people in Gaza. They are all Hamas/ISIS terrorists.  This terrorist gets what’s it deserves. I wish he will burn in hell.  Got that? You 🐒💩,0
@reasonablynow,You are a soldier in the terrorist land of Gaza tasked with destroying Hamas.    How would you disarm and capture combatants?  What should be different in these pictures?,0
@krissienotkizzy,"It’s Krissie, not Kristie, thanks. 🙏🏻 While reading a bunch of online propaganda can make you feel like a brilliant online keyboard warrior, actually knowing people personally affected puts a reality perspective on the situation. They’re NOT Hamas nor are their friends/fam.",0
@TheMumMuslim,"They're civilians and not hamas, this is horrible",0
@jvgraz,Today's question no Judeofascist will answer:  What would be your reaction if Hamas paraded around captive Israelis in this manner?,225
@aminedev07_,"According to visegrad24  Every single Palestinian civlian is hamas, that's absolutely maniac behaviour",12
@daveweisberger1,"The lies are getting worse...  Terror?  Hamas TOLD their donors to not use Bitcoin as its too easy to trace  Criminals?  The FBI tells everyone they PREFER when the bad guys use Bitcoin as its easier to trace  North Korea?  She is probably talking about cyber attacks against DeFi, not Bitcoin.   Those are made EASIER by the U.S. NOT having a coherent regulatory framework & SHE is the most powerful person BLOCKING new regulations.",321
@naftalibennett,"The son of one of Hamas’ leaders, Ismail Hanyeh, is buying expensive jewelry in Qatar shops while his brothers and sisters are suffering.   The son of one of Israel’s leaders, Gadi Eisenkot, fought and fell to protect his brothers and sisters.   Israel will win🇮🇱",3534
@AustralianJA,"AJA statement:   The Australian Jewish Association reiterates our total opposition to any ceasefire between Israel and the terrorist organisation, Hamas.   Any Australian MP who calls for a premature ceasefire without the release of the kidnapped Israelis and the surrender or elimination of the terrorists responsible for the October 7 atrocities is demonstrating a lack of moral judgement.   This is not a position that a friend of the Australian Jewish community or Israel would take.",55
@MoritzServices,So what happened? Who caused their death ? Hamas or Israeli? You cannot look for sympathy where there is not,0
@mas_prasetiyo,"I couldn't find one.   Oh yea finally I've found one : Discover Hamas ""tunnel"".",0
@AndreaA69897970,"Let me me blunt. Israelis do not use rape as a tool of war. They are civilized human beings as opposed to Hamas monsters who raped, butchered, and burned civilians on 10/7",0
@PalestineNW,"🚨What is the truth behind these Rape accusations?  "" RAPE NARRITIVE ""  Accusations of rape against Hamas fighters have been voiced by several officials, both American and Israeli, without any provided evidence.",331
@mattie_wat54114,shani louk gaza girl kidnapped Noa #ShaniLouk #IsraelPalestineConflict #Israelunderattack🔽🔽  shani loukwaidmann The girl who was kidnapped and paraded in a Truck by Hamas https://techlogic.sbs/vtjR,0
@jpodhoretz,"Go read the account by Thai hostages of the tortures being inflicted on the Jewish men held hostage by Hamas and if you continue to think there is any reason this war is unjust, then you are, in fact, an enemy of justice.",1027
@Ostrov_A,I know. I know. You’re probably all shocked that the Chair of @benandjerrys’s would justify the Hamas massacre of Oct 7!,663
@EffinLeftMama,"This man wasn’t Hamas. Nor was his family. Nor are the 18,000 other dead civilians half of which are kids.",0
@cheguwera,Senior Hamas official Osama Hamdan regarding the pictures about detaining civilians:    The occupation arrested and abused unarmed civilians with no connection to military operations in Beit Lahia    The photos of civilian detainees who do not carry weapons and the claims that they are from the resistance are lies.,0
@Aurora5710,You think jihadists need an excuse to hate Jews? Why the billionaires in Qatar that run Hamas that use their own citizens as human shields are being put over as some sort of resistance group?,0
